产品编号,图片数量,主图URL,展示图片URLs,所有图片URLs,品牌标签,检测方法,置信度,主图优化,处理时间,文件夹名称
803493 ALEXA WS05SA,20,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_9.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_10.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_11.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_12.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_13.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_14.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_15.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_16.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_17.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_18.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_19.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_20.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_21.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_9.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_10.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_11.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_12.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_13.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_14.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_15.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_16.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_17.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_18.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_19.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_20.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_21.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/803493%20ALEXA%20WS05SA_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923451 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923451%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923452 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923452%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923453 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923453%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923454 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923454%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923455 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923455%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923456 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923456%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923457 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923457%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923458 GUCCI WA05LU,13,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_9.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_10.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_11.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_12.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_13.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_14.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_9.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_10.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_11.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_12.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_13.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_14.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923458%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923459 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923459%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923460 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923461 GUCCI WA05LU,5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923478 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923479 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923480 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923481 GUCCI WA05LU,5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923482 GUCCI WA05LU,1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923482%20GUCCI%20WA05LU_1.jpg,,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923482%20GUCCI%20WA05LU_1.jpg,否,insufficient_images,10.0%,否,2025-09-06 19:14:38,products
